"","lon","lat","P0","P1","P2","P3","P5","label"
"1",-1.22564441245674,43.1796656358962,0.0688116035505391,8.29862460090918e-05,0.000276633768659773,0.000162813907062885,0.00242157295770132,-1
"2",-0.890745009351896,43.1796656358962,0.0546808210778445,6.47079526712378e-05,0.000166685969437957,8.83352031410549e-05,0.00108518818153167,-1
"3",-0.55584560624705,43.1796656358962,0.0358123798998972,4.15857119486319e-05,6.83348960785418e-05,2.84850049611211e-05,0.000208274605110067,-1
"4",-0.220946203142205,43.1796656358962,0.0215356192476904,2.44066978798369e-05,2.26567221678429e-05,6.20522545626373e-06,1.41303194856187e-05,-1
"5",0.113953199962641,43.1796656358962,0.0158204690659273,1.7391244463264e-05,1.12597755276955e-05,2.14851472780087e-06,5.43473884820296e-07,-1
"6",0.44885260306749,43.1796656358962,0.0171332999944967,1.85825650855916e-05,1.53001438957554e-05,3.23029923825909e-06,8.66085858964905e-07,-1
"7",0.783752006172335,43.1796656358962,0.0199602659340457,2.1453909223627e-05,2.16844854788768e-05,4.89054923132632e-06,4.59163398504076e-06,-1
"8",1.11865140927718,43.1796656358962,0.0213450758584556,2.28822185530151e-05,2.49290433017648e-05,5.81181578487182e-06,5.97238918148426e-06,-1
"9",1.45355081238203,43.1796656358962,0.0214834423655197,2.30477007073076e-05,2.4800847903669e-05,5.83008079701875e-06,4.73625573388845e-06,-1
"10",1.78845021548687,43.1796656358962,0.0210675491052325,2.26259531041983e-05,2.25402215365126e-05,5.20562053486206e-06,2.39277405843175e-06,-1
"11",2.12334961859172,43.1796656358962,0.0170989236756622,1.82501535666444e-05,1.33210744498425e-05,2.59666103772903e-06,7.02596984632762e-07,-1
"12",2.45824902169656,43.1796656358962,0.0137722585663396,1.43485813263263e-05,7.20786659708576e-06,9.53298164216594e-07,3.23372433516733e-07,-1
"13",2.79314842480141,43.1796656358962,0.0153215135069719,1.54531704817697e-05,8.03152100900088e-06,9.6723398894232e-07,6.84874664586986e-07,-1
"14",3.12804782790626,43.1796656358962,0.0152424640521087,1.47892252717852e-05,7.03864337606345e-06,9.24792629861944e-07,4.55603024727576e-07,-1
"15",5.80724305274503,43.1796656358962,0.167171607132768,0.000129714232481672,5.73498612352366e-05,2.51808767562816e-05,0.000353243984784065,-1
"16",6.14214245584987,43.1796656358962,0.995531584285758,0.000754950384639746,0.000309085063542578,0.000133991272709665,0.00327038899334981,0
