"","lon","lat","P0","P1","P2","P3","P5","label"
"1",-1.22564441245674,43.1796656358962,0.0249717593169269,4.86052757399736e-08,0.000493549656642904,0.000120117551585957,0.00259833825714056,-1
"2",-0.890745009351896,43.1796656358962,0.0201867475322911,3.09295018881963e-08,0.000322551284323243,9.71046495722031e-05,0.00169806752282889,-1
"3",-0.55584560624705,43.1796656358962,0.017880445766661,1.94400311616167e-08,0.000253065913835285,8.60118715825611e-05,0.00133227546281446,-1
"4",-0.220946203142205,43.1796656358962,0.0124331066270223,9.37597504663611e-09,0.000122367925255361,5.98100760105162e-05,0.000644201043999214,-1
"5",0.113953199962641,43.1796656358962,0.0102572807720484,3.13720988406364e-09,8.32913659487366e-05,4.93443010416617e-05,0.000438464689726228,-1
"6",0.44885260306749,43.1796656358962,0.0153437843984506,6.57821877827622e-10,0.000186373865416819,7.38126081449422e-05,0.000981137492765342,-1
"7",0.783752006172335,43.1796656358962,0.0170489812414268,0,0.000230110055771535,8.20167859155492e-05,0.00121134519468521,-1
"8",1.11865140927718,43.1796656358962,0.0137018388468565,0,0.00014864348670249,6.59180034195025e-05,0.00078246124187389,-1
"9",1.45355081238203,43.1796656358962,0.0204925706199987,0,0.000332468853121098,9.85841618424415e-05,0.00175014463451074,-1
"10",1.78845021548687,43.1796656358962,0.0233417459448241,0,0.000431340486051185,0.000112289849981888,0.00227059243217888,-1
"11",2.12334961859172,43.1796656358962,0.0164268610397168,0,0.000213656815388629,7.9029236802651e-05,0.0011246926450131,-1
"12",2.45824902169656,43.1796656358962,0.0132551245455611,0,0.000139131782776381,6.37733444369854e-05,0.000732375803127419,-1
"13",2.79314842480141,43.1796656358962,0.0192400615978308,0,0.000293127064816384,9.25661865660029e-05,0.00154297289703517,-1
"14",3.12804782790626,43.1796656358962,0.0193961908864267,2.59160037246111e-09,0.000297883527928654,9.33148361207141e-05,0.00156805891853291,-1
"15",5.80724305274503,43.1796656358962,0.0131925248781263,7.57824934061901e-08,0.000137853403585662,6.34796121738977e-05,0.000725721785019592,-1
"16",6.14214245584987,43.1796656358962,0.00729197839835577,9.56028984148528e-08,4.20771352969993e-05,3.50750305938347e-05,0.00022155202727655,-1
"17",6.47704185895472,43.1796656358962,0.0194911680906591,1.7685111098946e-07,0.000300506885037149,9.37381257921864e-05,0.00158237221945025,-1
"18",-1.22564441245674,43.5137595874351,0.026413758540477,4.97157731077189e-08,0.000552206362095221,0.000127053062563711,0.00290698728912148,-1
"19",-0.890745009351896,43.5137595874351,0.0186464024355275,2.74589319855669e-08,0.000275231255363733,8.96971245086769e-05,0.00144876232473109,-1
"20",-0.55584560624705,43.5137595874351,0.00854435089020796,1.0030520608487e-08,5.77990319035494e-05,4.11042396283033e-05,0.000304221778816085,-1
