"","lon","lat","P0","P1","P2","P3","P5","label"
"1",-1.22564441245674,43.1796656358962,0.0483693990646365,0.000751497845572274,0.0055546220645529,0.00166108870301174,0.00133470388030118,-1
"2",-0.890745009351896,43.1796656358962,0.0809941807441536,0.00180329494701238,0.0148428299723548,0.00473369475895234,0.0272187940409255,-1
"3",-0.55584560624705,43.1796656358962,0.331202262272023,0.0202107923719793,0.101285821054437,0.0454432118334824,0.501857912468079,5
"4",-0.220946203142205,43.1796656358962,0.199509041946154,0.0148801015345787,0.0593742088084301,0.0425852086955666,0.68365143901527,5
"5",0.113953199962641,43.1796656358962,0.128954700693654,0.0132465551453526,0.045188406689065,0.0439536240856974,0.768656713386232,5
"6",0.44885260306749,43.1796656358962,0.167260449809116,0.00742458289728272,0.0509274149541436,0.0471692453478784,0.72721830699158,5
"7",0.783752006172335,43.1796656358962,0.256675418602491,0.0193877817167793,0.0769111641689103,0.0534797765633336,0.593545858948486,5
"8",1.11865140927718,43.1796656358962,0.303067044770569,0.0246232714571273,0.09194972666732,0.0529915262983134,0.52736843080667,5
"9",1.45355081238203,43.1796656358962,0.32938540436816,0.0265602883226312,0.0690594184719693,0.0552011414749363,0.519793747362303,5
"10",1.78845021548687,43.1796656358962,0.0855845695105042,0.00534367077591417,0.0108397350898712,0.00991074623289305,0.0714093147415791,-1
"11",2.12334961859172,43.1796656358962,0.0399309614320946,0.000860162619524963,0.0024665826449954,0.0016824721338123,0.00718942505162623,-1
"12",2.45824902169656,43.1796656358962,0.018731791730158,0.000178059371896465,0.000375282283552746,0.00016673547142995,0.000247559021793669,-1
"13",2.79314842480141,43.1796656358962,0.0235843268223548,0.000735873866788492,0.000208523841538795,0.000348822678675151,0.00117209641676371,-1
"14",3.12804782790626,43.1796656358962,0.0222796568606714,0.000571148010795746,9.69016490648274e-05,0.000333939682016034,0.00102269779407806,-1
"15",5.80724305274503,43.1796656358962,0.0212709479340923,0.000232943424246674,0.000425557769219096,0.000886968452611688,0.000925929781926515,-1
"16",6.14214245584987,43.1796656358962,0.0328307740524594,0.000700772639331385,0.00160173345335189,0.00850705290576971,0.00905107004094832,-1
"17",6.47704185895472,43.1796656358962,0.0803241713036411,0.0120131280353682,0.00582109485110787,0.0726231556592654,0.120906652009332,-1
"18",-1.22564441245674,43.5137595874351,0.0644643553557166,0.00159505309378756,0.00783325863258708,0.00334818353004176,0.00764023157224278,-1
"19",-0.890745009351896,43.5137595874351,0.112941993102658,0.00366960078388215,0.0203293403181542,0.0086452799727349,0.0685596651549022,-1
"20",-0.55584560624705,43.5137595874351,0.31700952542371,0.0158132864640695,0.0602019400791493,0.0269604357222029,0.580014812310869,5
"21",-0.220946203142205,43.5137595874351,0.247703893933154,0.0165467643482666,0.0495626293222722,0.0366807233200612,0.649505989076246,5
"22",0.113953199962641,43.5137595874351,0.192522844177329,0.0249318388064403,0.0515785694930533,0.0469422455536904,0.684024501969487,5
"23",0.44885260306749,43.5137595874351,0.141982161046212,0.0181910999993667,0.0402547684463361,0.0383367449880983,0.761235225519987,5
"24",0.783752006172335,43.5137595874351,0.198984622568253,0.0309712320056953,0.053630217630612,0.0431862675467808,0.673227660248659,5
"25",1.11865140927718,43.5137595874351,0.19664725565696,0.0134215286769999,0.0437007636720856,0.0451394480557385,0.701091003938215,5
"26",1.45355081238203,43.5137595874351,0.154028155382744,0.0163973187414471,0.0257699331790777,0.0425458096831906,0.761258783013541,5
